worksheet_version,sample_seed,sample_reason,corpus_snapshot_version,embedding_version,cluster_version,ranking_run_id_context,review_pool_variant,paper_id,openalex_work_id,internal_work_id,title,year,citation_count,source_slug,type,cluster_id,topics,abstract_preview,ranking_context_family_scores_json,ranking_context_family_ranks_json,relevance_label,novelty_label,bridge_like_label,reviewer_notes
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4417119751,W4417119751,2356,MMAudioSep: Taming Video-to-Audio Generative Model Towards Video/Text-Queried Sound Separation,2026,0,,article,c008,,"We introduce MMAudioSep, a generative model for video/text-queried sound separation that is founded on a pretrained video-to-audio model. By leveraging knowledge about the relationship between video/text and audio learned through a pretrained audio generative model, we can train the model more efficiently, i.e., the model does not need to be trained from sc…","{""bridge"": -0.2, ""emerging"": 0.163709}","{""bridge"": 152, ""emerging"": 178}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7132999248,W7132999248,2407,The Sahelian Factor as a Structural Key Component in the Contemporary Idioms of Music-Making in Dagbon,2026,0,,article,c009,,"In this paper, we present the theoretical framework of the Sahelian factor as a structural research model for analysing the music and dance of Northern Ghana. Drawing on longitudinal audiovisual fieldwork in Dagbon and a dialogue with local musicians, stakeholders, music journalists, radio presenters, and the Dagbon community in Tamale, this model offers an…","{""bridge"": -0.2, ""emerging"": 0.16257}","{""bridge"": 199, ""emerging"": 186}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7135227133,W7135227133,2380,"A scoping review of music-based digital therapeutics for stress, anxiety, and depression",2026,0,,article,c009,,"Rising rates of stress, anxiety, and depression-fueled by rapid sociocultural and economic shifts, digital overexposure, and the lasting impact of COVID-19-are accelerating investment in scalable tools aimed at enhancing resilience and wellbeing. Music-based digital therapeutics (MDTs) hold promise given music's unique ability to modulate core dimensions of…","{""bridge"": -0.2, ""emerging"": 0.163978}","{""bridge"": 174, ""emerging"": 175}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7142281766,W7142281766,2377,The use of background music in educational settings,2026,0,,article,c009,,"This study is a theoretical review that examines, from a holistic perspective, the effects of background music used in classroom settings on students' cognitive, affective, and social learning processes. Drawing on contemporary research in educational psychology, environmental structuring, learning theories, and special education, the contributions of backg…","{""bridge"": -0.2, ""emerging"": 0.168445}","{""bridge"": 171, ""emerging"": 140}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7154620733,W7154620733,2373,Practice makes perfect sense to me: a retrospective analysis of recommending independent skills practice in music therapy for military-connected individuals,2026,0,,article,c009,,"Introduction Therapeutic disciplines have researched the use of independent skills practice (i.e., homework) and its impact on patient outcomes, but research on this topic in music therapy has been limited and contradictory. Methods This retrospective, exploratory study used a correlational approach to explore the use of recommending independent skills prac…","{""bridge"": -0.2, ""emerging"": 0.157313}","{""bridge"": 168, ""emerging"": 199}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7150806375,W7150806375,2391,Praat Audiotools: An offline analysis-resynthesis toolkit for experimental composition,2026,0,,article,c010,,"Abstract Praat AudioTools is an open-source library of over 300 scripts that transforms the phonetic analysis software Praat (Boersma and Weenink) into an offline, object-centric laboratory for electroacoustic composition. While Praat is the standard tool for linguistic analysis, its potential for musical creation has remained largely untapped due to its in…","{""bridge"": -0.2, ""emerging"": 0.168646}","{""bridge"": 185, ""emerging"": 137}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7128805121,W7128805121,2397,"Artificial Intelligence in Music: A Bibliometric and Systematic Review of Creation, Performance, and Education",2026,0,,article,c010,,"Abstract The integration of artificial intelligence (AI) into the music domain has catalyzed a transformative shift in how music is composed, performed, and taught. This paper introduces and frames the concept of music intelligence and employs bibliometric and systematic review methodologies to comprehensively analyze music intelligence. Music intelligence…","{""bridge"": -0.2, ""emerging"": 0.17202}","{""bridge"": 190, ""emerging"": 113}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4415788031,W4415788031,2340,Music emotion classification based on random swap algorithm,2025,1,,article,c010,,"We performed an unsupervised cluster analysis of emotions in music. We considered ten distinct perceived emotions (happy, sad, amusing, annoying, anxious, relaxing, dreamy, energizing, joyful, and neutral) from four genres (rock, pop, classical, and electronic). We first clustered emotions based on their co-occurrence across songs, revealing that the emotio…","{""bridge"": -0.168182, ""emerging"": 0.213265}","{""bridge"": 87, ""emerging"": 87}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7124548874,W7124548874,2390,Emo-Tune: Harnessing Emotion-based Music for Patient Wellness,2026,0,,article,c010,,"Music has consistently been a favored means of conveying and comprehending human emotions, serving as a powerful medium of expression. It has profound impact on human emotions, and our work aims to leverage this connection to enhance the human experience. This paper aims to enhance emotional well­being by identifying an individual's emotional state and play…","{""bridge"": -0.2, ""emerging"": 0.17294}","{""bridge"": 184, ""emerging"": 107}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7154318936,W7154318936,2360,Enhancing long-term structure in symbolic music generation via a cascaded Skeleton-to-texture framework,2026,0,,article,c011,,"In the field of symbolic music generation, maintaining macro-structural coherence and preventing logical drift within long sequences remains a critical challenge. Traditional autoregressive models primarily rely on implicit probabilistic statistics to capture contextual dependencies. Consequently, they often struggle to retain memory of initial musical moti…","{""bridge"": -0.2, ""emerging"": 0.1707}","{""bridge"": 156, ""emerging"": 122}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7147055129,W7147055129,2300,Constructing Composite Features for Interpretable Music-Tagging,2026,0,,preprint,c011,,"Combining multiple audio features can improve the performance of music tagging, but common deep learning-based feature fusion methods often lack interpretability. To address this problem, we propose a Genetic Programming (GP) pipeline that automatically evolves composite features by mathematically combining base music features, thereby capturing synergistic…","{""bridge"": -0.2, ""emerging"": 0.16811}","{""bridge"": 100, ""emerging"": 145}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7103890285,W7103890285,2342,GuitarFlow: Realistic Electric Guitar Synthesis From Tablatures via Flow Matching and Style Transfer,2025,0,,article,c011,,"Music generation in the audio domain using artificial intelligence (AI) has witnessed steady progress in recent years. However for some instruments, particularly the guitar, controllable instrument synthesis remains limited in expressivity. We introduce GuitarFlow, a model with a high degree of controllability designed specifically for electric guitar synth…","{""bridge"": -0.2, ""emerging"": 0.160475}","{""bridge"": 139, ""emerging"": 190}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4417301638,W4417301638,2293,Text2midi-InferAlign: Improving Symbolic Music Generation with Inference-Time Alignment,2026,0,,article,c011,,"We present Text2midi-InferAlign, a novel technique for improving symbolic music generation at inference time. Our method leverages text-to-audio and music-structural alignment rewards to guide the generation process, encouraging consistency with the input caption. Specifically, we introduce two objective scores: a text-audio consistency score measuring rhyt…","{""bridge"": -0.2, ""emerging"": 0.167992}","{""bridge"": 93, ""emerging"": 147}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7134071376,W7134071376,2382,Driven by engagement and social identity: refining the SOR framework to explore digital music consumption behaviors among Chinese undergraduate students on short video platforms,2026,0,,article,c007,,"Grounded in the Stimulus-Organism-Response (SOR) framework, this study refines the model within the context of short video platforms (SVPs) and digital music consumption. By incorporating social identity as a context-specific ""Organism"" mediator alongside music recommendation satisfaction, we explore the dual psychological pathways-individual and social-thr…","{""bridge"": -0.2, ""emerging"": 0.165893}","{""bridge"": 176, ""emerging"": 162}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7131131523,W7131131523,2387,Sentiment-Based Music Recommendation System using Natural Language Processing for Emotion-aware Song Suggestions,2026,0,,article,c010,,"Music plays a vital role in influencing emotions, mood, and mental health. However, classical music recommendation systems mostly rely on listening to history, genre preference, or popularity, ignoring the listener's mood. Motivation to go further in this area gave birth to this study, where a new sentiment-based music recommendation system is being designe…","{""bridge"": -0.2, ""emerging"": 0.173731}","{""bridge"": 181, ""emerging"": 100}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4405710382,W4405710382,147,Characteristics of Personal Sound and Noise Exposure at Large-Scale Music Events,2024,1,jaes,article,c006,Noise Effects and Management,"Regulations governing sound exposure at amplified-music events aim to safeguard audience's hearing. However, current sound monitoring practices often rely on a single measurement position that is considered representative of individual exposure. Because this standard practice overlooks crucial inter-subject variation in sound exposure, this study analyzes i…","{""bridge"": 0.445022, ""emerging"": 0.445593, ""undercited"": 0.548446}","{""bridge"": 79, ""emerging"": 76, ""undercited"": 78}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4415270286,W4415270286,2414,Deepaq: A Perceptual Audio Quality Metric Based on Foundational Models and Weakly Supervised Learning,2026,0,,article,c008,,"This paper presents the Deep learning-based Perceptual Audio Quality metric (DeePAQ) for evaluating general audio quality. Our approach leverages metric learning together with the music foundation model MERT, guided by surrogate labels, to construct an embedding space that captures distortion intensity in general audio. To the best of our knowledge, DeePAQ…","{""bridge"": -0.2, ""emerging"": 0.169258}","{""bridge"": 206, ""emerging"": 131}",,,,
ml-blind-snapshot-review-v1,20260430,year_band_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4414819135,W4414819135,2353,SingMOS-Pro: An Comprehensive Benchmark For Singing Quality Assessment,2026,0,,article,c000,,"Singing voice generation progresses rapidly, yet evaluating singing quality remains a critical challenge. Human subjective assessment, typically in the form of listening tests, is costly and time consuming, while existing objective metrics capture only limited perceptual aspects. In this work, we introduce SingMOS-Pro, a dataset for automatic singing qualit…","{""bridge"": -0.2, ""emerging"": 0.164473}","{""bridge"": 149, ""emerging"": 170}",,,,
ml-blind-snapshot-review-v1,20260430,citation_band_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7108084681,W7108084681,2331,TuFoC: regional classification of Turkish folk music recordings using deep learning on Mel spectrograms,2025,0,,article,c000,,"The regional classification of Turkish folk music remains a relatively unexplored domain in music information retrieval, particularly when leveraging raw audio signals for deep learning. This study addresses this gap by investigating how modern deep learning architectures can effectively classify regional folk recordings from limited original data using car…","{""bridge"": -0.2, ""emerging"": 0.171999}","{""bridge"": 129, ""emerging"": 114}",,,,
ml-blind-snapshot-review-v1,20260430,citation_band_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4406354650,W4406354650,144,Modeling the Effect of Eddy Currents on the Inductance of Loudspeaker Motors Using the Method of Lines,2025,1,jaes,article,c006,Acoustic Wave Phenomena Research;Advanced Adaptive Filtering Techniques;Electromagnetic Compatibility and Noise Suppression,"This paper presents a way of modeling the effect of eddy currents on the inductance of a loudspeaker coil over a wide frequency bandwidth without the use of fractional derivatives or Foster/Cauer networks. The model presented is a physics-based model, which is derived from Maxwell's equations and discretized in space. The model is compared with finite eleme…","{""bridge"": 0.573485, ""emerging"": 0.450363, ""undercited"": 0.54087}","{""bridge"": 71, ""emerging"": 74, ""undercited"": 79}",,,,
ml-blind-snapshot-review-v1,20260430,weak_family_context_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4416258760,W4416258760,2354,ECHO: Frequency-Aware Hierarchical Encoding for Variable-Length Signals,2026,0,,article,c000,,"Pre-trained foundation models have demonstrated remarkable success in audio, vision and language, yet their potential for general machine signal modeling with arbitrary sampling rates-covering acoustic, vibration, and other industrial sensor data-remains under-explored. In this work, we propose a novel foundation model ECHO that integrates an advanced band-…","{""bridge"": -0.2, ""emerging"": 0.164246}","{""bridge"": 150, ""emerging"": 171}",,,,
ml-blind-snapshot-review-v1,20260430,weak_family_context_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4416291813,W4416291813,2337,HashWave: blockchain-powered perceptual hashing for resilient audio piracy detection against signal-processing attacks in decentralized networks,2025,0,,article,c010,,"Audio piracy detection is increasingly complex in decentralised distribution settings, where mainstream approaches fail to ensure robustness, verifiability, or computational efficiency. Conventional Digital Rights Management (DRM) systems mainly enforce licensed access, but once content is copied or redistributed outside their control they offer little prot…","{""bridge"": -0.2, ""emerging"": 0.163859}","{""bridge"": 135, ""emerging"": 177}",,,,
ml-blind-snapshot-review-v1,20260430,weak_family_context_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7126269324,W7126269324,2314,Tonal Mode Detection Based on the Triple Composite Signature of Fifths,2026,0,,article,c000,,"In this article, a novel algorithm for tonal mode classification utilizing the signature of fifths is presented. The proposed method is an extension of previously developed algorithms used for determining the key and key signature within the Western tonal system. The core idea of the algorithm is to analyze the entire piece as well as its most important exc…","{""bridge"": -0.2, ""emerging"": 0.16004}","{""bridge"": 114, ""emerging"": 192}",,,,
ml-blind-snapshot-review-v1,20260430,weak_family_context_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7144768299,W7144768299,2392,"CollabScore, a collaborative system for OMR validation and correction",2026,0,,preprint,c000,,"We describe a collaborative system, CollabScore, aiming at validating and correcting music scores produced by an optical recognition process. Such output are notably faulty and require a correction step. While a general-purpose engraver could used for that purpose, this solution lacks scalability and does not directly addresses the symbol identification whi…","{""bridge"": -0.2, ""emerging"": 0.164054}","{""bridge"": 186, ""emerging"": 173}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7150384823,W7150384823,2298,Transkripcija kitarskih tablatur z globokimi transformerskimi modeli,2026,0,,article,c000,,"Automatic guitar tablature transcription remains an under-explored problem in automatic music transcription due to limited real-world annotated data with fretboard annotations and the instrument-specific complexity of assigning tones to a specific fretting position. In this thesis, a transformerbased sequence-to-sequence model for direct audio-to-tablature…","{""bridge"": -0.2, ""emerging"": 0.15933}","{""bridge"": 98, ""emerging"": 196}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7155160852,W7155160852,2358,CABIF-Net: Robust Confidence-Based Audio-Visual Fusion for Fine-Grained Bird Recognition,2026,0,,article,c003,,"Fine-grained bird identification is crucial for ecosystem monitoring, species conservation, and habitat assessment. However, in real-world environments, there are challenges such as imbalances in modality quality and interference from background noise. To improve fine-grained audio-visual bird classification under heterogeneous modality conditions, we propo…","{""bridge"": -0.2, ""emerging"": 0.162043}","{""bridge"": 154, ""emerging"": 188}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4410025249,W4410025249,129,Signal Dependencies of the Immersion Sweet Area in Multichannel Loudspeaker Reproduction,2025,0,jaes,article,c003,Speech and Audio Processing;Acoustic Wave Phenomena Research,"Multichannel loudspeaker systems are generally optimized for a particular listening position-the so-called sweet spot. A sweet area around this position may be defined within which the reproduced sound field is judged to be similar-physically or perceptually-to what is observed in the sweet spot itself. Here, the sweet area is defined in terms of physical s…","{""bridge"": 0.583333, ""emerging"": 0.460005, ""undercited"": 0.7}","{""bridge"": 68, ""emerging"": 65, ""undercited"": 34}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4409215246,W4409215246,139,Numerical Noise in Fixed-Pole Parallel and Kautz Filters,2025,1,jaes,article,c006,Digital Filter Design and Implementation,"In audio filtering, Kautz and fixed-pole parallel filters are commonly used, as they have the ability to approximate the frequency resolution of hearing. However, infinite impulse response filters are susceptible to numerical noise, as quantization happens in their feedback loop. This is especially severe in systems where only fixed-point arithmetic is avai…","{""bridge"": 0.548485, ""emerging"": 0.494906, ""undercited"": 0.657537}","{""bridge"": 74, ""emerging"": 24, ""undercited"": 58}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7117889756,W7117889756,2319,Auditory Analysis of Tabla solo performances A study of Gharana specific characteristics,2026,0,,article,c000,,"Tabla is a pounding instrument in Hindustani classical music tradition. Tabla learning and presentation in the Indian landmass is based on stylistic schools called Gharana. Each Gharana is attributed by its main style of playing skills, act of Tabla beats, repertoire, compositions and improvisations. Recognizing the Gharana from a Tabla presentation is main…","{""bridge"": -0.2, ""emerging"": 0.165879}","{""bridge"": 119, ""emerging"": 163}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7155372642,W7155372642,2413,Automated detection of stereotyped animal sounds using data augmentation and transfer learning,2026,0,,article,c003,,"Deep learning-based automated call detectors offer a solution to the labour- and time-intensive problem of isolating animal sounds within the enormous datasets generated by passive acoustic monitoring (PAM). Broad adoption of deep learning systems in PAM has been hampered by the need for large, labelled training datasets, which do not exist for species whos…","{""bridge"": -0.2, ""emerging"": 0.167381}","{""bridge"": 205, ""emerging"": 153}",,,,
ml-blind-snapshot-review-v1,20260430,fallback_seeded_fill,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7138871348,W7138871348,2409,Multi-track symbolic music generation algorithm based on diffusion model and music structure constraints,2026,0,,article,c005,,"When generating symbolic music, people sometimes encounter problems such as unclear structure or mismatch between tracks.Accordingly, this study proposes a multi-track symbolic music generation method to solve the problems of melodic fragmentation, uneven rhythm, and multi-track conflicts in traditional music generation.Experiments on several music datasets…","{""bridge"": -0.2, ""emerging"": 0.167398}","{""bridge"": 201, ""emerging"": 152}",,,,
