ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,family,review_pool_variant,family_rank,paper_id,work_id,title,year,citation_count,source_slug,topics,final_score,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,bridge_eligible,diversity_penalty,reason_short,sample_reason,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,217,https://openalex.org/W7155083536,W7155083536,"Recent Progress in Exosome-Derived Nanocarriers for Breast Cancer Therapy: Advances, Translational Barriers, and Scale-Up Considerations",2026,0,,,0.139711,0.698555,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,irrelevant,not_useful,not_applicable,Biomedical nanocarrier review is off-slice for emerging MIR/audio-ML.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,216,https://openalex.org/W7127415374,W7127415374,The Hidden Harmony of Life and the Quantum,2026,0,,,0.145255,0.726277,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,irrelevant,not_useful,not_applicable,Quantum/life essay title is off-slice and not useful for the emerging research surface.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,215,https://openalex.org/W7138858050,W7138858050,"Digital capitalism, platformization and coloniality: an investigation of Jakarta's positioning as a ""trigger city"" in the global music market",2026,0,,,0.149583,0.747916,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,miss,not_useful,not_applicable,Music-market platformization is music-adjacent but not an audio-ML or MIR recommendation fit.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,214,https://openalex.org/W7124510246,W7124510246,Suggestopedia and Simplex Didactics as an Integrated Model for Interdisciplinary Design in Higher Education: Results of an Action Research Study,2026,0,,,0.150188,0.750941,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,irrelevant,not_useful,not_applicable,Higher-education didactics is off-slice for Research Radar.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,213,https://openalex.org/W4416550162,W4416550162,Identifying statistical indicators of temporal asymmetry using a data-driven approach,2026,0,,,0.151126,0.755628,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,miss,not_useful,not_applicable,Generic temporal-asymmetry statistics title lacks clear audio/MIR fit.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,212,https://openalex.org/W7116215710,W7116215710,"Embedding Mental, Behavioral Health and Social Emotional Literacy Services into an After Care Program",2026,0,,,0.151559,0.757793,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,irrelevant,not_useful,not_applicable,Behavioral health literacy program is off-slice.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,211,https://openalex.org/W7148622850,W7148622850,Subtitles and Accessibility,2026,0,,,0.15188,0.759402,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,miss,not_useful,not_applicable,Subtitles/accessibility is media-adjacent but weak fit for emerging audio-ML/MIR.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,210,https://openalex.org/W7139997811,W7139997811,A neutrosophic clustering approach to handle recommendation uncertainty for gray sheep users,2026,0,,,0.152968,0.764841,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,acceptable,surprising,not_applicable,"Recommendation uncertainty method is product-adjacent, though not music/audio-specific."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,209,https://openalex.org/W7151268703,W7151268703,"Why Not Her? Gender, power, and gatekeeping in Irish and UK radio and festival programming",2026,0,,,0.153288,0.766441,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,miss,not_useful,not_applicable,"Radio/festival gatekeeping is music-industry research, not emerging audio-ML."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,208,https://openalex.org/W4417081049,W4417081049,Hashing-Baseline: Rethinking Hashing in the Age of Pretrained Models,2026,0,,,0.153294,0.766472,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",emerging_bottom_rank_tail,acceptable,useful,not_applicable,"Hashing with pretrained models is relevant retrieval/representation context, though not audio-specific."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,207,https://openalex.org/W7140354127,W7140354127,Robust and efficient methods for searching in speech and audio archives,2026,0,,,0.156135,0.780675,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_emerging_signal,good,useful,not_applicable,Speech and audio archive search is a strong emerging audio retrieval candidate.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,206,https://openalex.org/W7116670008,W7116670008,Harmony Beyond the Notes: Community Members' Perspectives on the Impact of Classical Music Ensembles on Children and Young People's Life Skills,2026,0,,,0.156715,0.783576,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_emerging_signal,miss,not_useful,not_applicable,Classical ensemble life-skills impact is music-adjacent but not product-relevant emerging ML/MIR.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,205,https://openalex.org/W7122395700,W7122395700,"""Not the happiest words came to my mind""-Subjective experiences of AI-assisted self-representation among individuals with high risk of depression",2026,0,,,0.156781,0.783907,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_emerging_signal,irrelevant,not_useful,not_applicable,AI-assisted depression self-representation is outside the audio/MIR slice.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,204,https://openalex.org/W7129479514,W7129479514,Assessing the Inclusion of Music Therapy and Music Interventions in National Dementia Strategies and Clinical Practice Guidelines: A Scoping Review,2026,0,,,0.156989,0.784943,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_emerging_signal,miss,not_useful,not_applicable,"Music therapy dementia guidelines are clinical/policy-oriented, not emerging audio-ML."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,203,https://openalex.org/W7123426915,W7123426915,Kiite World: A Web Service for Social-Aware Music Exploration on a Map Through Playlist Sharing and Synchronized Listening,2026,0,,,0.157028,0.785141,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_emerging_signal,acceptable,useful,not_applicable,"Social-aware music exploration service is relevant to music discovery, though not core audio ML."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,81,https://openalex.org/W7118918012,W7118918012,Evaluating the Effects of the Crescendo Programme on Music and Self-Regulation with 5-6-Year-Old Pupils: A Quasi-Experimental Study,2026,2,,,0.343892,0.810371,0.363636,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_topic_growth,miss,not_useful,not_applicable,Music education/self-regulation intervention is weak fit for emerging research recommendations.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,82,https://openalex.org/W4400517077,W4400517077,Beyond Acoustics: Capacity Limitations of Linguistic Levels,2026,1,,,0.255691,0.823909,0.181818,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_topic_growth,miss,not_useful,not_applicable,Linguistic capacity title is only loosely acoustic and weakly tied to product scope.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,83,https://openalex.org/W7128435442,W7128435442,"Crossmodal counterpoint: from music to multimedia - incongruency, cognitive dissonance, irony, and surrealism",2026,1,,,0.25513,0.821107,0.181818,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_topic_growth,acceptable,useful,not_applicable,Crossmodal music-to-multimedia topic is relevant but more conceptual than technical.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,84,https://openalex.org/W7152673806,W7152673806,CACA guidelines for music-based interventions in oncology,2026,1,,,0.246388,0.777395,0.181818,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_topic_growth,irrelevant,not_useful,not_applicable,Oncology music-intervention guideline is off-slice for emerging audio-ML/MIR.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,29,https://openalex.org/W7133229896,W7133229896,Predicting Perceived Semantic Expression of Functional Sounds Using Unsupervised Feature Extraction and Ensemble Learning,2026,0,tismir,Music and Audio Processing;Emotion and Mood Recognition;Music Technology and Sound Studies,0.478667,0.893336,0,1,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_citation_velocity,good,useful,not_applicable,Functional-sound semantic expression with ML methods is a good emerging audio candidate.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,30,https://openalex.org/W7134965261,W7134965261,Investigating Auditory-Visual Perception Using Multi-Modal Neural Networks with the SoundActions Dataset,2026,0,tismir,Music and Audio Processing;Multisensory perception and integration;Tactile and Sensory Interactions,0.474238,0.871191,0,1,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_citation_velocity,good,surprising,not_applicable,Auditory-visual perception with multimodal neural networks is a strong emerging candidate.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,31,https://openalex.org/W4414011937,W4414011937,A Similarity-Based Conditioning Method for Controllable Sound Effect Synthesis,2025,0,jaes,Acoustic Wave Phenomena Research;Speech and Audio Processing;Music Technology and Sound Studies,0.473869,0.869344,0,1,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_citation_velocity,good,useful,not_applicable,Controllable sound-effect synthesis is relevant emerging audio generation work.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,32,https://openalex.org/W7119099299,W7119099299,Supervised Contrastive Models for Music Information Retrieval in Classical Persian Music,2026,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Music Education Insights,0.473063,0.865317,0,1,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",low_citation_velocity,good,surprising,not_applicable,Supervised contrastive MIR for Persian classical music is a strong emerging MIR candidate.
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,88,https://openalex.org/W4417363248,W4417363248,"4/4 and more, rhythmic complexity more strongly predicts groove in common meters",2025,1,,,0.196202,0.753736,0.090909,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",off_slice_topic_metadata,acceptable,useful,not_applicable,"Groove/rhythmic complexity is relevant music cognition, though not core ML."
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_emerging_target_gap_audit:good_or_acceptable,202,https://openalex.org/W7133299832,W7133299832,"Music Therapy, Spiritual Health Needs, and Substance Use Disorders",2026,0,,,0.157064,0.785319,0,0,,,0,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",off_slice_topic_metadata,miss,not_useful,not_applicable,Music therapy and substance-use disorders is clinical and weak fit for emerging audio-ML.
