ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,review_pool_variant,family,rank,paper_id,title,year,citation_count,source_slug,topics,final_score,reason_short,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,diversity_penalty,bridge_eligible,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,1,https://openalex.org/W4409215215,Issues and Challenges of Audio Technologies for the Musical Metaverse,2025,11,jaes,Music Technology and Sound Studies,0.75,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,1,1,,1,,good,useful,not_applicable,Clearly relevant and undercited relative to topical value
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,2,https://openalex.org/W7119099299,Supervised Contrastive Models for Music Information Retrieval in Classical Persian Music,2026,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Music Education Insights,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,surprising,not_applicable,Valuable and less-common regional repertoire focus for MIR
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,3,https://openalex.org/W7128803784,RWC Revisited: Towards a Community-Driven MIR Corpus,2026,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Musicological Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Important corpus stewardship topic with high utility
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,4,https://openalex.org/W7131681001,Inferring Communities of Medieval Music Manuscripts Using Stochastic Block Models,2026,0,tismir,Authorship Attribution and Profiling;Digital Humanities and Scholarship;Music and Audio Processing,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,useful,not_applicable,Interesting but somewhat specialized for core product discovery use
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,5,https://openalex.org/W7134965261,Investigating Auditory-Visual Perception Using Multi-Modal Neural Networks with the SoundActions Dataset,2026,0,tismir,Music and Audio Processing;Multisensory perception and integration;Tactile and Sensory Interactions,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Strong multimodal direction and currently low-cite
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,6,https://openalex.org/W4415947443,Beyond a Western Center of Music Information Retrieval: A Bibliometric Analysis of the First 25 Years of ISMIR Authorship,2025,0,tismir,Music and Audio Processing;Diverse Musicological Studies;Information Retrieval and Search Behavior,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Helpful community-level evidence for inclusive corpus strategy
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,7,https://openalex.org/W4414334851,Improving Motif Discovery of Symbolic Polyphonic Music with Motif Note Identification,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Solid symbolic-MIR method contribution deserving visibility
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,8,https://openalex.org/W4414019760,Optimising Computational Measures from Behavioural Data Predicts Perceived Consonance,2025,0,tismir,Neuroscience and Music Perception;Music and Audio Processing;Hearing Loss and Rehabilitation,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Good psychoacoustic-computational link that is currently undercited
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,9,https://openalex.org/W4413990340,Smartwatch-Based Audio-Gestural Insights in Violin Bow Stroke Analyses,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,useful,not_applicable,Interesting modality but narrower impact for broad discovery
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,10,https://openalex.org/W4410824464,MGPHot: A Dataset of Musicological Annotations for Popular Music (1958-2022),2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,High-value annotations dataset likely under-recognized currently
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,11,https://openalex.org/W4408635446,"Correction: Salsa, a Dataset for Beat Estimation in Salsa Music",2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Musicological Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,miss,not_useful,not_applicable,Correction notice is weak as recommendation despite relevant base topic
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,12,https://openalex.org/W4410033452,Cross‑Modal Approaches to Beat Tracking: A Case Study on Chopin Mazurkas,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Musicology and Musical Analysis,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Methodologically strong and undercited in cross-modal beat tracking
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,13,https://openalex.org/W4410784756,Predicting Eurovision Song Contest Results: A Hit Song Science Approach,2025,0,tismir,Music and Audio Processing;Music History and Culture;Diverse Musicological Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,useful,not_applicable,Interesting but somewhat peripheral to core MIR operations
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,14,https://openalex.org/W4411216760,Nuanced Music Emotion Recognition via a Semi-Supervised Multi-Relational Graph Neural Network,2025,0,tismir,Music and Audio Processing;Neuroscience and Music Perception;Music Technology and Sound Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Strong and relevant MER method that is low-citation so far
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,15,https://openalex.org/W4411463636,The Story Behind the Real World Computing Music Database: An Interview with Masataka Goto,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,obvious,not_applicable,Contextual interview useful historically but lower direct recommendation value
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,16,https://openalex.org/W4412518308,Multimodal Raga Classification from Vocal Performances with Disentanglement and Contrastive Loss,2025,0,tismir,Music and Audio Processing;Animal Vocal Communication and Behavior;Music Technology and Sound Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,surprising,not_applicable,Culturally broader MIR application and method is especially discovery-worthy
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,17,https://openalex.org/W4416267785,ImproVision Equilibrium: Toward Multimodal Musical Human-Machine Interaction,2025,0,tismir,Music Technology and Sound Studies;Human Motion and Animation;Neuroscience and Music Perception,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,surprising,not_applicable,Novel multimodal HMI framing with potential high upside for discovery
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,18,https://openalex.org/W7134122976,3D Microphone Array Comparison Part 2: Elicitation of Salient Perceptual Attributes,2026,0,jaes,Hearing Loss and Rehabilitation;Human auditory perception and evaluation;Music Technology and Sound Studies,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,useful,not_applicable,Technically relevant though narrower than core MIR retrieval interests
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,19,https://openalex.org/W7128595024,High-Resolution Directivity Measurements of an Artificial Head and Mouth Shaped to Three Vowels,2026,0,jaes,Voice and Speech Disorders;Phonetics and Phonology Research;Hearing Loss and Rehabilitation,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,acceptable,useful,not_applicable,Acoustics relevance is real but less central to MIR discovery goals
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,undercited,20,https://openalex.org/W4414799687,Improved Real-Time Six-Degrees-of-Freedom Dynamic Auralization Through Nonuniformly Partitioned Convolution,2025,0,jaes,Advanced Vision and Imaging;Image and Video Stabilization,0.7,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,1,,0,,good,useful,not_applicable,Good practical spatial-audio rendering work with low current citations
